"Place","State","Latitude","Longitude","TotalPopulation","MalePopulation","FemalePopulation","MedianAge","AgricultureForestryandFishing","Mining","Manufacturing","ElectricityGasWaterWasteService","Construction","Wholesale","Retail","AccomodationFoodServices","TransportWarehousing","ITMediaTelecommunications","FinancialInsurance","RentalHiringRealEstate","ProfessionalScientificTechnical","AdministrativeSupport","PublicAdministration","EducationTraining","HealthCareSocial","ArtsRecreation","Other","MainEmployingIndustry","URL","bestImage"
"Newcastle","NSW",-32.919161,151.792517,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/22/3372954.htm","http://www.abc.net.au/reslib/201111/r859454_8225360.jpg"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/30/3380504.htm","http://www.abc.net.au/reslib/201111/r863192_8301298.JPG"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/11/25/3376988.htm","http://www.abc.net.au/reslib/201111/r859539_8227650.JPG"
"Longreach","QLD",-23.4445,144.2475,4296,2109,2187,34.2,17,0.9,2.5,0.7,8.3,2.5,10.3,6.7,4.5,1.3,2,0.9,2.2,2,8.6,9.4,11.8,1.6,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2011/11/25/3376978.htm","http://www.abc.net.au/reslib/201111/r860791_8252398.jpg"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/25/3376583.htm","http://www.abc.net.au/reslib/201111/r860604_8248305.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/24/3375097.htm","http://www.abc.net.au/reslib/201111/r859829_8232408.jpg"
"Alice Springs","NT",-23.6989,133.8829,28489,14898,13591,33.4,0.4,0.6,2.9,1.4,8,2.1,9.5,6.3,4.5,1.5,0.9,1.7,7.1,2.8,17.3,9.9,15.1,2.9,3.6,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/23/3374524.htm","http://www.abc.net.au/reslib/201111/r859511_8226995.jpg"
"Barcaldine","QLD",-23.5545,145.2843,3292,1660,1632,39.7,31.8,2.1,2.9,1.2,10.1,1.4,6.2,3.5,5.2,0.3,0.2,0.7,2.7,0.9,10.2,5.8,9,0.4,2.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2011/11/22/3373296.htm","http://www.abc.net.au/reslib/201111/r858811_8211406.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/21/3371812.htm","http://www.abc.net.au/reslib/201111/r857995_8194772.jpg"
"Alice Springs","NT",-23.6989,133.8829,28489,14898,13591,33.4,0.4,0.6,2.9,1.4,8,2.1,9.5,6.3,4.5,1.5,0.9,1.7,7.1,2.8,17.3,9.9,15.1,2.9,3.6,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/18/3370643.htm","http://www.abc.net.au/reslib/201111/r857198_8180200.jpg"
"Walkerville","SA",-34.897608,138.614648,7308,3535,3773,44.2,0.9,0.9,6.3,1.2,5.1,3.8,9,6.6,2,1.9,3.9,2.3,10,2.5,7.3,10.2,20,1.4,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/16/3368271.htm","http://www.abc.net.au/reslib/201111/r855844_8148343.jpg"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/17/3369518.htm","http://www.abc.net.au/reslib/201111/r856655_8167092.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/17/3368691.htm","http://www.abc.net.au/reslib/201111/r856103_8152781.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/15/3367200.htm","http://www.abc.net.au/reslib/201111/r855272_8135422.jpg"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/11/3362226.htm","http://www.abc.net.au/reslib/201103/r743774_6110513.jpg"
"Sydney","NSW",-33.868547,151.217172,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/11/11/3362822.htm","http://www.abc.net.au/reslib/201111/r853730_8104102.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/11/3362765.htm","http://www.abc.net.au/reslib/201111/r853686_8102709.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/11/3362972.htm","http://www.abc.net.au/reslib/201111/r853806_8105717.jpg"
"Melbourne","VIC",-37.8099,144.9622,100240,50401,49839,28.8,0.3,0.4,4.2,1,3,3.5,7.7,10.7,2.6,3.6,8.1,1.7,18.8,3.5,5,8.4,10,3.2,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/11/11/3362304.htm","http://www.abc.net.au/reslib/201010/r664392_4782974.jpg"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/11/3362915.htm","http://www.abc.net.au/reslib/201111/r853662_8102218.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/11/3362753.htm","http://www.abc.net.au/reslib/201111/r853708_8103352.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/11/3362572.htm","http://www.abc.net.au/reslib/201111/r853315_8094215.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/11/3362498.htm","http://www.abc.net.au/reslib/201111/r853545_8099520.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/09/3360172.htm","http://www.abc.net.au/reslib/201111/r852221_8072686.jpg"
"Warrnambool","VIC",-38.3866,142.5053,32667,16050,16617,37.8,2.3,0.4,10.3,1.4,8.8,3.8,13.7,8.8,3.6,1.2,2.2,1.3,3.9,2.7,4.9,9.2,14.9,1.5,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/09/3360185.htm","http://www.abc.net.au/reslib/201111/r852226_8072860.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/08/3359439.htm","http://www.abc.net.au/reslib/201111/r851780_8063812.jpg"
"King Island","TAS",-39.887,143.902,1637,868,769,44.8,25.9,0.7,19.2,1.1,6.2,2.1,7.5,4.1,6.2,0.4,1.2,0.4,1.4,0.9,7.5,4.7,6,0,2.7,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2011/11/09/3359684.htm","http://www.abc.net.au/reslib/201111/r852032_8068643.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/08/3359163.htm","http://www.abc.net.au/reslib/201111/r851651_8061067.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/07/3357682.htm","http://www.abc.net.au/reslib/201111/r850897_8044007.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/03/3355197.htm","http://www.abc.net.au/reslib/201111/r849364_8014009.jpg"
"Ballarat","VIC",-37.5675,143.8509,95185,46401,48784,36.8,1.5,0.7,10.7,1,8.7,2.5,12.7,7.4,3.5,2,2,1.1,5.6,2.5,6,9.8,15.3,1.8,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/04/3355896.htm","http://www.abc.net.au/reslib/201111/r849808_8023221.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/11/03/3355138.htm","http://www.abc.net.au/reslib/201111/r849268_8011632.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2011/11/02/3354075.htm","http://www.abc.net.au/reslib/201111/r848714_8000802.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/11/02/3354010.htm","http://www.abc.net.au/reslib/201111/r848717_8001007.jpg"
"Alice Springs","NT",-23.6989,133.8829,28489,14898,13591,33.4,0.4,0.6,2.9,1.4,8,2.1,9.5,6.3,4.5,1.5,0.9,1.7,7.1,2.8,17.3,9.9,15.1,2.9,3.6,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/01/3353448.htm","http://www.abc.net.au/reslib/201111/r848809_8003658.jpg"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/11/01/3353611.htm","http://www.abc.net.au/reslib/201111/r848433_7994652.JPG"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/30/3351554.htm","http://www.abc.net.au/reslib/201110/r847179_7966118.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/30/3351441.htm","http://www.abc.net.au/reslib/201110/r847051_7964201.jpg"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/29/3351396.htm","http://www.abc.net.au/reslib/201110/r847026_7963419.JPG"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/27/3349876.htm","http://www.abc.net.au/reslib/201110/r846634_7955489.JPG"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/28/3350966.htm","http://www.abc.net.au/reslib/201110/r846646_7955770.JPG"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/27/3349611.htm","http://www.abc.net.au/reslib/201110/r845942_7941550.jpg"
"Palmerston","NT",-12.4828,130.9839,29385,14795,14590,29,0.3,2.5,5.2,1.8,8.8,3.2,9.8,4.7,5.7,1,1.7,1.6,4.2,3.3,24.7,6.7,7.9,1.3,4.1,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/26/3348699.htm","http://www.abc.net.au/reslib/201110/r845409_7930584.JPG"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/25/3347744.htm","http://www.abc.net.au/reslib/201110/r844892_7921782.jpg"
"Barcaldine","QLD",-23.5545,145.2843,3292,1660,1632,39.7,31.8,2.1,2.9,1.2,10.1,1.4,6.2,3.5,5.2,0.3,0.2,0.7,2.7,0.9,10.2,5.8,9,0.4,2.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2011/10/21/3345702.htm","http://www.abc.net.au/reslib/201110/r844805_7918635.jpg"
"Lismore","NSW",-28.8093,153.2808,44348,21913,22435,40,5.2,0.4,7.1,0.7,6.8,2.8,13.8,6.8,3.2,1.8,2,1.3,4.6,2.8,5.1,11.2,17.6,1.3,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/24/3346942.htm","http://www.abc.net.au/reslib/201110/r844427_7911239.jpg"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/24/3346847.htm","http://www.abc.net.au/reslib/201110/r844297_7908918.JPG"
"Alice Springs","NT",-23.6989,133.8829,28489,14898,13591,33.4,0.4,0.6,2.9,1.4,8,2.1,9.5,6.3,4.5,1.5,0.9,1.7,7.1,2.8,17.3,9.9,15.1,2.9,3.6,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/24/3346486.htm","http://www.abc.net.au/reslib/201110/r843949_7901500.jpg"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/23/3346106.htm","http://www.abc.net.au/reslib/201110/r843929_7900856.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/20/3344208.htm","http://www.abc.net.au/reslib/201110/r842614_7878122.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/19/3343551.htm","http://www.abc.net.au/reslib/201110/r842394_7873238.JPG"
"Glenorchy","TAS",-42.8302,147.2848,45402,22162,23240,38.7,0.7,0.2,9,2.2,7.8,3.5,13,7.4,4.8,2,2.7,1.2,3.7,2.9,10.7,6.5,13,1.9,4.4,"Retail Trade","http://www.abc.net.au/local/photos/2011/10/19/3343671.htm","http://www.abc.net.au/reslib/201110/r842561_7876474.jpg"
"Singleton","NSW",-32.545159,151.186981,23523,12191,11332,35,3.9,24.6,7,2.3,6.2,3,8.1,6.6,3.1,0.5,1.2,1.6,3.6,3.5,5.3,5.1,6.4,0.5,5.2,"Mining","http://www.abc.net.au/local/photos/2011/10/18/3342310.htm","http://www.abc.net.au/reslib/201110/r842005_7865857.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/19/3343444.htm","http://www.abc.net.au/reslib/201110/r842470_7874621.jpg"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/18/3342502.htm","http://www.abc.net.au/reslib/201110/r841574_7858888.JPG"
"Katherine","NT",-14.4666,132.2623,10488,5524,4964,31.6,3.6,1.5,1.9,1.3,6.4,1.4,8.1,7.5,4,0.7,0.9,0.9,3.1,3.8,25.5,9.2,14,1,3.6,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/16/3341008.htm","http://www.abc.net.au/reslib/201110/r841218_7851863.JPG"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/17/3341649.htm","http://www.abc.net.au/reslib/201110/r841504_7857530.jpg"
"Fremantle","WA",-32.0531,115.745,28651,14111,14540,41.1,0.5,4.5,7.1,1,7.8,2.9,8.3,6.5,3.9,1.4,1.8,1.6,10.4,2.9,6.2,11.9,14,2.2,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/12/3338283.htm","http://www.abc.net.au/reslib/201110/r839866_7827358.JPG"
"Gympie","QLD",-26.1907,152.6571,46837,23395,23442,42.9,8.8,2.1,11.5,1,9.1,3.1,12,6.8,4.6,0.7,1.3,1.4,3.3,2.7,5.4,7.8,11.1,0.8,4.2,"Retail Trade","http://www.abc.net.au/local/photos/2011/10/13/3339060.htm","http://www.abc.net.au/reslib/201110/r840309_7835447.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/12/3338085.htm","http://www.abc.net.au/reslib/201110/r839737_7824304.jpg"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/12/3337955.htm","http://www.abc.net.au/reslib/201110/r839659_7822755.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2011/10/12/3337677.htm","http://www.abc.net.au/reslib/201110/r839556_7820353.jpg"
"Muswellbrook","NSW",-32.319,150.7646,16328,8511,7817,33.8,7.1,21.3,5.5,4.5,6.7,3.3,9.2,6.9,3,0.4,1.1,1.3,2.9,3.1,4,4.8,6.9,1,4.5,"Mining","http://www.abc.net.au/local/photos/2011/10/11/3337052.htm","http://www.abc.net.au/reslib/201110/r839102_7815207.JPG"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/11/3337243.htm","http://www.abc.net.au/reslib/201110/r839189_7812437.JPG"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/10/3336378.htm","http://www.abc.net.au/reslib/201110/r838848_7806346.JPG"
"Port Lincoln","SA",-34.7282,135.8733,14462,7131,7331,38.3,8.9,1.4,7.4,1.4,9.3,4.1,13.1,6.6,5.1,0.7,2.2,1.3,3.2,3,5.2,8,12.3,0.7,4.2,"Retail Trade","http://www.abc.net.au/local/photos/2011/10/10/3336309.htm","http://www.abc.net.au/reslib/201110/r838817_7805755.jpg"
"Warrnambool","VIC",-38.3866,142.5053,32667,16050,16617,37.8,2.3,0.4,10.3,1.4,8.8,3.8,13.7,8.8,3.6,1.2,2.2,1.3,3.9,2.7,4.9,9.2,14.9,1.5,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/11/3336663.htm","http://www.abc.net.au/reslib/201110/r839032_7808906.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/10/3336077.htm","http://www.abc.net.au/reslib/201110/r838675_7802762.jpg"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/07/3334860.htm","http://www.abc.net.au/reslib/201110/r837861_7787124.JPG"
"Sydney","NSW",-33.8631,151.2043,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/07/3334688.htm","http://www.abc.net.au/reslib/201110/r837799_7785703.jpg"
"Mornington","TAS",-42.8594,147.3978,1220,604,616,26.1,3.9,1.4,0,0,8.6,0,5.7,2.2,0,0,0,0,0,2.2,25.8,14,16.5,4.3,12.2,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/07/3334374.htm","http://www.abc.net.au/reslib/201110/r837449_7779374.jpg"
"Darwin","NT",-12.4668,130.8433,78467,40814,37653,34,0.6,1.6,3.6,1.4,8.1,2.4,8.3,7,5.2,1.4,1.8,1.9,6.5,3.2,20.6,8.5,10.7,2.3,3.4,"Public Administration & Safety","http://www.abc.net.au/local/photos/2011/10/06/3333604.htm","http://www.abc.net.au/reslib/201110/r837151_7772909.JPG"
"Manly","NSW",-33.798845,151.284893,42818,21096,21722,37,0.3,0.2,4.2,0.5,5.4,5.2,7.1,5.9,2.6,4.6,11.4,2.7,18.5,4.3,3.8,7.6,8.9,1.9,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2011/10/06/3333888.htm","http://www.abc.net.au/reslib/201110/r837343_7777035.jpg"
"Newcastle","NSW",NULL,NULL,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/05/3333107.htm","http://www.abc.net.au/reslib/201110/r836887_7768092.JPG"
"Cairns","QLD",-16.9245,145.7652,162178,81293,80885,36,1.5,1.4,5.1,1.1,8.7,3,11.8,10.7,6.8,0.9,1.7,2,4.9,3.8,8,7.8,12.4,1.8,4.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/09/09/3314345.htm","http://www.abc.net.au/reslib/201109/r825657_7535813.jpg"
"Deniliquin","NSW",-35.5308,144.9603,7303,3574,3729,43.7,6.2,0.3,8.3,3.1,7.5,3,13.1,7.1,4.9,1,2.4,1,4.5,2.3,6.6,7,14.7,0.8,4.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2011/10/03/3331210.htm","http://www.abc.net.au/reslib/201110/r835587_7743678.jpg"
